movie_title,title_year
The Best Exotic Marigold Hotel,2011.0
Recess: School's Out,2001.0
Mad Max Beyond Thunderdome,1985.0
Commando,1985.0
The Boy,2016.0
Devil,2010.0
Friday After Next,2002.0
Insidious: Chapter 3,2015.0
The Last Dragon,1985.0
Snatch,2000.0
The Lawnmower Man,1992.0
Nick and Norah's Infinite Playlist,2008.0
Dogma,1999.0
The Banger Sisters,2002.0
Twilight Zone: The Movie,1983.0
Road House,1989.0
A Low Down Dirty Shame,1994.0
Swimfan,2002.0
Employee of the Month,2006.0
Can't Hardly Wait,1998.0
The Outsiders,1983.0
Pete's Dragon,2016.0
The Dead Zone,1983.0
Sinister 2,2015.0
Sparkle,2012.0
Valentine,2001.0
The Fourth Kind,2009.0
A Prairie Home Companion,2006.0
Sugar Hill,1993.0
Invasion U.S.A.,1985.0
Roll Bounce,2005.0
Rushmore,1998.0
Skyline,2010.0
The Second Best Exotic Marigold Hotel,2015.0
Kit Kittredge: An American Girl,2008.0
The Perfect Man,2005.0
Mo' Better Blues,1990.0
Kung Pow: Enter the Fist,2002.0
Tremors,1990.0
Wrong Turn,2003.0
The Long Riders,1980.0
The Corruptor,1999.0
Mud,2012.0
Reno 911!: Miami,2007.0
One Direction: This Is Us,2013.0
"The Goods: Live Hard, Sell Hard",2009.0
Hey Arnold! The Movie,2002.0
My Week with Marilyn,2011.0
The Matador,2005.0
Love Jones,1997.0
The Gift,2015.0
End of the Spear,2005.0
Get Over It,2001.0
Office Space,1999.0
Drop Dead Gorgeous,1999.0
Big Eyes,2014.0
Very Bad Things,1998.0
Sleepover,2004.0
Body Double,1984.0
MacGruber,2010.0
Dirty Pretty Things,2002.0
Movie 43,2013.0
The Tourist,2010.0
Over Her Dead Body,2008.0
Seeking a Friend for the End of the World,2012.0
Cedar Rapids,2011.0
Bones            ,
American History X,1998.0
The Collection,2012.0
Teacher's Pet,2004.0
The Red Violin,1998.0
The Straight Story,1999.0
Deuces Wild,2002.0
Bad Words,2013.0
"Run, Fatboy, Run",2007.0
Heartbeeps,1981.0
Black or White,2014.0
On the Line,2001.0
Rescue Dawn,2006.0
Danny Collins,2015.0
"Jeff, Who Lives at Home",2011.0
I Am Love,2009.0
Atlas Shrugged II: The Strike,2012.0
Romeo Is Bleeding,1993.0
The Limey,1999.0
Crash,2004.0
The House of Mirth,2000.0
Malone,1987.0
Peaceful Warrior,2006.0
Bucky Larson: Born to Be a Star,2011.0
Bamboozled,2000.0
The Forest,2016.0
Sphinx,1981.0
While We're Young,2014.0
A Better Life,2011.0
Spider,2002.0
Gun Shy,2000.0
Nicholas Nickleby,2002.0
The Iceman,2012.0
Dekalog            ,
Krrish,2006.0
Cecil B. DeMented,2000.0
Killer Joe,2011.0
The Joneses,2009.0
Owning Mahowny,2003.0
The Brothers Solomon,2007.0
My Blueberry Nights,2007.0
Illuminata,1998.0
Swept Away,2002.0
"War, Inc.",2008.0
Shaolin Soccer,2001.0
The Brown Bunny,2003.0
The Swindle,1997.0
Rosewater,2014.0
The Chambermaid on the Titanic,1997.0
Coriolanus,2011.0
Imaginary Heroes,2004.0
High Heels and Low Lifes,2001.0
World's Greatest Dad,2009.0
Severance,2006.0
Edmond,2005.0
Welcome to the Rileys,2010.0
Police Academy: Mission to Moscow,1994.0
Blood Done Sign My Name,2010.0
"Cinco de Mayo, La Batalla",2013.0
Elsa & Fred,2014.0
An Alan Smithee Film: Burn Hollywood Burn,1997.0
The Open Road,2009.0
The Good Guy,2009.0
Motherhood,2009.0
Free Style,2008.0
Strangerland,2015.0
The Janky Promoters,2009.0
Blonde Ambition,2007.0
The Oxford Murders,2008.0
The Reef,2010.0
Eulogy,2004.0
White Noise 2: The Light,2007.0
You Got Served: Beat the World,2011.0
Fifty Dead Men Walking,2008.0
Jungle Shuffle,2014.0
Adam Resurrected,2008.0
Of Horses and Men,2013.0
It's a Wonderful Afterlife,2010.0
The Devil's Tomb,2009.0
Partition,2007.0
Good Intentions,2010.0
"The Good, the Bad, the Weird",2008.0
Nurse 3D,2013.0
Gunless,2010.0
Adventureland,2009.0
The Lost City,2005.0
Next Friday,2000.0
American Heist,2014.0
You Only Live Twice,1967.0
Plastic,2014.0
Amour,2012.0
Poltergeist III,1988.0
Re-Kill,2015.0
"It's a Mad, Mad, Mad, Mad World",1963.0
Volver,2006.0
Heavy Metal,1981.0
Gentlemen Broncos,2009.0
Richard III,1995.0
Into the Grizzly Maze,2015.0
Kites,2010.0
Melancholia,2011.0
Red Dog,2011.0
Jab Tak Hai Jaan,2012.0
Alien,1979.0
The Texas Chain Saw Massacre,1974.0
The Runaways,2010.0
Fiddler on the Roof,1971.0
Thunderball,1965.0
Detention,2011.0
Loose Cannons,2010.0
Set It Off,1996.0
The Best Man,1999.0
Child's Play,1988.0
Sicko,2007.0
The Purge: Anarchy,2014.0
Down to You,2000.0
Harold & Kumar Go to White Castle,2004.0
The Contender,2000.0
Boiler Room,2000.0
Trading Places,1983.0
Black Christmas,2006.0
Breakin' All the Rules,2004.0
Henry V,1989.0
The Savages,2007.0
Chasing Papi,2003.0
The Way of the Gun,2000.0
Igby Goes Down,2002.0
PCU,1994.0
The Ultimate Gift,2006.0
The Bold and the Beautiful            ,
The Ice Pirates,1984.0
Gracie,2007.0
Trust the Man,2005.0
Hamlet 2,2008.0
Velvet Goldmine,1998.0
The Wailing,2016.0
Glee: The 3D Concert Movie,2011.0
The Legend of Suriyothai,2001.0
Two Evil Eyes,1990.0
Barbecue,2014.0
All or Nothing,2002.0
Princess Kaiulani,2009.0
Opal Dream,2006.0
Heist,2015.0
Flame and Citron,2008.0
Undiscovered,2005.0
Red Riding: In the Year of Our Lord 1974,2009.0
The Girl on the Train,2009.0
Veronika Decides to Die,2009.0
Crocodile Dundee,1986.0
"Ultramarines: A Warhammer 40,000 Movie",2010.0
The I Inside,2004.0
Beneath Hill 60,2010.0
Polisse,2011.0
Awake,2007.0
Star Wars: The Clone Wars            ,
Skin Trade,2014.0
The Lost Boys,1987.0
Crazy Heart,2009.0
The Rose,1979.0
Baggage Claim,2013.0
Barbarella,1968.0
Shipwrecked,1990.0
Election,1999.0
The Namesake,2006.0
The DUFF,2015.0
Glitter,2001.0
The Haunting in Connecticut 2: Ghosts of Georgia,2013.0
Silmido,2003.0
Bright Star,2009.0
My Name Is Khan,2010.0
Footloose,1984.0
All Is Lost,2013.0
Limbo,1999.0
Namastey London,2007.0
The Wind That Shakes the Barley,2006.0
Yeh Jawaani Hai Deewani,2013.0
The Karate Kid,1984.0
Quo Vadis,1951.0
Repo! The Genetic Opera,2008.0
Valley of the Wolves: Iraq,2006.0
Pulp Fiction,1994.0
The Muppet Movie,1979.0
Nightcrawler,2014.0
Club Dread,2004.0
The Sound of Music,1965.0
Splash,1984.0
Little Miss Sunshine,2006.0
Stand by Me,1986.0
28 Days Later...,2002.0
You Got Served,2004.0
Escape from Alcatraz,1979.0
Brown Sugar,2002.0
A Thin Line Between Love and Hate,1996.0
50/50,2011.0
Shutter,2008.0
Creepshow,1982.0
That Awkward Moment,2014.0
Modern Problems,1981.0
Kicks,2016.0
Much Ado About Nothing,1993.0
On Her Majesty's Secret Service,1969.0
The Player            ,
New Nightmare,1994.0
Drive Me Crazy,1999.0
Akeelah and the Bee,2006.0
Half Baked,1998.0
New in Town,2009.0
Syriana,2005.0
American Psycho,2000.0
The Good Girl,2002.0
Bon Cop Bad Cop,2006.0
The Boondock Saints II: All Saints Day,2009.0
The City of Your Final Destination,2009.0
Enough Said,2013.0
Easy A,2010.0
The Inkwell,1994.0
Shadow of the Vampire,2000.0
Prom,2011.0
The Pallbearer,1996.0
Held Up,1999.0
Woman on Top,2000.0
Howards End,1992.0
Preacher            ,
Anomalisa,2015.0
Another Year,2010.0
8 Women,2002.0
Showdown in Little Tokyo,1991.0
Clay Pigeons,1998.0
It's Kind of a Funny Story,2010.0
Made in Dagenham,2010.0
When Did You Last See Your Father?,2007.0
Prefontaine,1997.0
The Wicked Lady,1983.0
The Secret of Kells,2009.0
Begin Again,2013.0
Down in the Valley,2005.0
Brooklyn Rules,2007.0
Restless,2012.0
The Singing Detective,2003.0
The Land Girls,1998.0
Fido,2006.0
The Wendell Baker Story,2005.0
Wild Target,2010.0
Pathology,2008.0
Wuthering Heights            ,
10th & Wolf,2006.0
Dear Wendy,2004.0
Aloft,2014.0
Akira,1988.0
The Death and Life of Bobby Z,2007.0
The Rocket: The Legend of Rocket Richard,2005.0
Swelter,2014.0
My Lucky Star,2013.0
Imagine Me & You,2005.0
Mr. Church,2016.0
Swimming Pool,2003.0
Green Street 3: Never Back Down,2013.0
The Blood of Heroes,1989.0
Code of Honor,2016.0
Driving Miss Daisy,1989.0
Soul Food,1997.0
Rumble in the Bronx,1995.0
Far from Men,2014.0
Thank You for Smoking,2005.0
Hostel: Part II,2007.0
An Education,2009.0
Shopgirl,2005.0
The Hotel New Hampshire,1984.0
Narc,2002.0
Men with Brooms,2002.0
Witless Protection,2008.0
The Work and the Glory,2004.0
Extract,2009.0
Masked and Anonymous,2003.0
Alias Betty,2001.0
Code 46,2003.0
Outside Bet,2012.0
Crash,2004.0
Albert Nobbs,2011.0
Black November,2012.0
Ta Ra Rum Pum,2007.0
Persepolis,2007.0
The Hole,2009.0
The Wave,2008.0
The Neon Demon,2016.0
Harry Brown,2009.0
Spider-Man 3,2007.0
The Omega Code,1999.0
Juno,2007.0
Pound of Flesh,2015.0
Diamonds Are Forever,1971.0
The Godfather,1972.0
Flashdance,1983.0
500 Days of Summer,2009.0
The Piano,1993.0
Magic Mike,2012.0
Darkness Falls,2003.0
Live and Let Die,1973.0
My Dog Skip,2000.0
"Definitely, Maybe",2008.0
Jumping the Broom,2011.0
The Great Gatsby,2013.0
"Good Night, and Good Luck.",2005.0
Capote,2005.0
Desperado,1995.0
The Claim,2000.0
Fargo            ,
Logan's Run,1976.0
The Man with the Golden Gun,1974.0
Action Jackson,1988.0
The Descent,2005.0
Michael Jordan to the Max,2000.0
Devil's Due,2014.0
Flirting with Disaster,1996.0
The Devil's Rejects,2005.0
Buffy the Vampire Slayer            ,
Dope,2015.0
In Too Deep,1999.0
Skyfall,2012.0
House of 1000 Corpses,2003.0
Alien Zone,1978.0
A Serious Man,2009.0
Get Low,2009.0
Warlock,1989.0
Beyond the Lights,2014.0
A Single Man,2009.0
The Last Temptation of Christ,1988.0
Outside Providence,1999.0
Bride & Prejudice,2004.0
Rabbit-Proof Fence,2002.0
Who's Your Caddy?,2007.0
Split Second,1992.0
Nikita            ,
The Other Side of Heaven,2001.0
Dark Angel            ,
Veer-Zaara,2004.0
Redbelt,2008.0
Cyrus,2010.0
A Dog of Flanders,1999.0
Auto Focus,2002.0
Factory Girl,2006.0
We Need to Talk About Kevin,2011.0
The Christmas Candle,2013.0
The Mighty Macs,2009.0
Losin' It,1983.0
Mother and Child,2009.0
March or Die,1977.0
Les visiteurs,1993.0
Somewhere,2010.0
I Hope They Serve Beer in Hell,2009.0
Chairman of the Board,1998.0
Hesher,2010.0
Dom Hemingway,2013.0
Gerry,2002.0
The Heart of Me,2002.0
Freeheld,2015.0
The Extra Man,2010.0
Hard to Be a God,2013.0
Ca$h,2010.0
Wah-Wah,2005.0
The Boondock Saints,1999.0
Z Storm,2014.0
Twixt,2011.0
Snow Queen,2012.0
Alpha and Omega 4: The Legend of the Saw Toothed Cave,2014.0
Pale Rider,1985.0
Stargate: The Ark of Truth,2008.0
Dazed and Confused,1993.0
High School Musical 2,2007.0
Two Lovers and a Bear,2016.0
Criminal Activities,2015.0
Aimee & Jaguar,1999.0
The Chumscrubber,2005.0
Shade,2003.0
House at the End of the Street,2012.0
Incendies,2010.0
"Remember Me, My Love",2003.0
Perrier's Bounty,2009.0
Elite Squad,2007.0
Annabelle,2014.0
Bran Nue Dae,2009.0
Boyz n the Hood,1991.0
La Bamba,1987.0
The Four Seasons,1981.0
Dressed to Kill,1980.0
The Adventures of Huck Finn,1993.0
Go,1999.0
Friends with Money,2006.0
The Andromeda Strain,1971.0
Bats,1999.0
Nowhere in Africa,2001.0
Shame,2011.0
Layer Cake,2004.0
The Work and the Glory II: American Zion,2005.0
The East,2013.0
A Home at the End of the World,2004.0
Aberdeen,2000.0
The Messenger,2009.0
Tracker,2010.0
Control,2007.0
The Terminator,1984.0
Good Bye Lenin!,2003.0
The Damned United,2009.0
The Return of the Living Dead,1985.0
Gomorrah            ,
Mallrats,1995.0
Grease,1978.0
Platoon,1986.0
Fahrenheit 9/11,2004.0
Butch Cassidy and the Sundance Kid,1969.0
Mary Poppins,1964.0
Ordinary People,1980.0
Around the World in 80 Days,2004.0
West Side Story,1961.0
Caddyshack,1980.0
The Brothers,2001.0
The Wood,1999.0
The Usual Suspects,1995.0
A Nightmare on Elm Street 5: The Dream Child,1989.0
Van Wilder: Party Liaison,2002.0
The Wrestler,2008.0
Duel in the Sun,1946.0
Best in Show,2000.0
Escape from New York,1981.0
School Daze,1988.0
Daddy Day Camp,2007.0
Mr. Nice Guy,1997.0
A Mighty Wind,2003.0
Mystic Pizza,1988.0
War & Peace            ,
Sliding Doors,1998.0
Tales from the Hood,1995.0
The Last King of Scotland,2006.0
Halloween 5,1989.0
Bernie,2011.0
Dolphins and Whales 3D: Tribes of the Ocean,2008.0
Pollock,2000.0
200 Cigarettes,1999.0
The Words,2012.0
Casa de mi Padre,2012.0
City Island,2009.0
The Guard,2011.0
College,2008.0
The Virgin Suicides,1999.0
Little Voice,1998.0
Miss March,2009.0
Wish I Was Here,2014.0
Simply Irresistible,1999.0
Veronica Mars            ,
Hedwig and the Angry Inch,2001.0
Only the Strong,1993.0
Goddess of Love,2015.0
Shattered Glass,2003.0
Novocaine,2001.0
The Business of Strangers,2001.0
The Wild Bunch,1969.0
The Wackness,2008.0
The Great Train Robbery,1979.0
Morvern Callar,2002.0
Beastmaster 2: Through the Portal of Time,1991.0
The 5th Quarter,2010.0
The Flower of Evil,2003.0
The Greatest,2009.0
Snow Flower and the Secret Fan,2011.0
Come Early Morning,2006.0
Lucky Break,2001.0
Julia,1977.0
"Surfer, Dude",2008.0
Lake of Fire,2006.0
11:14,2003.0
Men of War,1994.0
Don McKay,2009.0
Deadfall,2012.0
A Shine of Rainbows,2009.0
The Hit List,2011.0
Emma            ,
Videodrome,1983.0
L'auberge espagnole,2002.0
Song One,2014.0
Murder by Numbers,2002.0
Winter in Wartime,2008.0
Freaky Deaky,2012.0
The Train,1964.0
Trade of Innocents,2012.0
The Protector,2005.0
Stiff Upper Lips,1998.0
The Inbetweeners            ,
Bend It Like Beckham,2002.0
Sunshine State,2002.0
Crossover,2006.0
Khiladi 786,2012.0
[Rec] 2,2009.0
Standing Ovation,2010.0
The Sting,1973.0
Chariots of Fire,1981.0
Diary of a Mad Black Woman,2005.0
Shine,1996.0
Don Jon,2013.0
High Plains Drifter,1973.0
Ghost World,2001.0
Iris,2001.0
Galaxina,1980.0
The Chorus,2004.0
Mambo Italiano,2003.0
Wonderland,2003.0
Do the Right Thing,1989.0
Harvard Man,2001.0
Le Havre,2011.0
Irreversible,2002.0
R100,2013.0
Rang De Basanti,2006.0
Animals,2014.0
Salvation Boulevard,2011.0
The Ten,2007.0
A Room for Romeo Brass,1999.0
Headhunters,2011.0
Grabbers,2012.0
Saint Ralph,2004.0
Miss Julie,2014.0
Somewhere in Time,1980.0
Dum Maaro Dum,2011.0
Insidious: Chapter 2,2013.0
Saw II,2005.0
10 Cloverfield Lane,2016.0
Jackass: The Movie,2002.0
Lights Out,2016.0
Paranormal Activity 3,2011.0
Ouija,2014.0
A Nightmare on Elm Street 3: Dream Warriors,1987.0
The Gift,2015.0
Instructions Not Included,2013.0
Paranormal Activity 4,2012.0
The Robe,1953.0
The Return of the Pink Panther,1975.0
Freddy's Dead: The Final Nightmare,1991.0
Monster,2003.0
"20,000 Leagues Under the Sea",1954.0
Paranormal Activity: The Marked Ones,2014.0
The Elephant Man,1980.0
Dallas Buyers Club,2013.0
The Lazarus Effect,2015.0
Memento,2000.0
Oculus,2013.0
Clerks II,2006.0
Billy Elliot,2000.0
The Way Way Back,2013.0
House Party 2,1991.0
The Man from Snowy River,1982.0
Doug's 1st Movie,1999.0
The Apostle,1997.0
Mommie Dearest,1981.0
Our Idiot Brother,2011.0
Race,2016.0
The Players Club,1998.0
O,2001.0
"As Above, So Below",2014.0
Addicted,2014.0
Eve's Bayou,1997.0
Still Alice,2014.0
The Egyptian,1954.0
Nighthawks,1981.0
Friday the 13th Part VIII: Jason Takes Manhattan,1989.0
My Big Fat Greek Wedding,2002.0
Spring Breakers,2012.0
Halloween: The Curse of Michael Myers,1995.0
Y Tu Mamá También,2001.0
Shaun of the Dead,2004.0
The Haunting of Molly Hartley,2008.0
Lone Star,1996.0
Halloween 4: The Return of Michael Myers,1988.0
April Fool's Day,1986.0
Diner,1982.0
Lone Wolf McQuade,1983.0
Apollo 18,2011.0
Sunshine Cleaning,2008.0
No Escape,2015.0
The Beastmaster,1982.0
Solomon and Sheba,1959.0
Fifty Shades of Black,2016.0
Not Easily Broken,2009.0
A Farewell to Arms,1932.0
The Perfect Match,2016.0
Digimon: The Movie,2000.0
Saved!,2004.0
The Barbarian Invasions,2003.0
Robin and Marian,1976.0
The Forsaken,2001.0
Force 10 from Navarone,1978.0
UHF,1989.0
Grandma's Boy,2006.0
Slums of Beverly Hills,1998.0
Once Upon a Time in the West,1968.0
Made,2001.0
Moon,2009.0
Keeping Up with the Steins,2006.0
Sea Rex 3D: Journey to a Prehistoric World,2010.0
The Sweet Hereafter,1997.0
Of Gods and Men,2010.0
Bottle Shock,2008.0
Jekyll and Hyde... Together Again,1982.0
Heavenly Creatures,1994.0
90 Minutes in Heaven,2015.0
Everything Must Go,2010.0
Zero Effect,1998.0
The Machinist,2004.0
Light Sleeper,1992.0
Kill the Messenger,2014.0
Rabbit Hole,2010.0
Party Monster,2003.0
Green Room,2015.0
The Oh in Ohio,2006.0
Atlas Shrugged: Who Is John Galt?,2014.0
Bottle Rocket,1996.0
Albino Alligator,1996.0
"Gandhi, My Father",2007.0
Standard Operating Procedure,2008.0
Out of the Blue,1980.0
Tucker and Dale vs Evil,2010.0
"Lovely, Still",2008.0
Tycoon,1947.0
Desert Blue,1998.0
Decoys,2004.0
The Visit,2015.0
Redacted,2007.0
Fascination,2004.0
Saving Grace            ,
Area 51,2015.0
Sleep Tight,2011.0
The Cottage,2008.0
Dead Like Me: Life After Death,2009.0
Farce of the Penguins,2006.0
Flying By,2009.0
Psych            ,
Rudderless,2014.0
Henry & Me,2014.0
Christmas Eve,2015.0
We Have Your Husband,2011.0
Dying of the Light,2014.0
Born of War,2014.0
Capricorn One,1977.0
Should've Been Romeo,2012.0
Running Forever,2015.0
Yoga Hosers,2016.0
Navy Seals vs. Zombies,2015.0
I Served the King of England,2006.0
Soul Kitchen,2009.0
Sling Blade,1996.0
The Awakening,2011.0
Hostel,2005.0
Tristram Shandy: A Cock and Bull Story,2005.0
Take Shelter,2011.0
Lady in White,1988.0
Driving Lessons,2006.0
Let's Kill Ward's Wife,2014.0
The Texas Chainsaw Massacre 2,1986.0
Pat Garrett & Billy the Kid,1973.0
Only God Forgives,2013.0
Camping sauvage,2005.0
Without Men,2011.0
Barfi,2013.0
Dear Frankie,2004.0
All Hat,2007.0
The Names of Love,2010.0
Treading Water,2013.0
Savage Grace,2007.0
Out of the Blue,2006.0
Police Academy,1984.0
The Blue Lagoon,1980.0
Four Weddings and a Funeral,1994.0
Fast Times at Ridgemont High,1982.0
Moby Dick,1956.0
25th Hour,2002.0
Secrets and Lies            ,
Bound,1996.0
Requiem for a Dream,2000.0
State Fair,1945.0
Tango,1998.0
Salvador,1986.0
Moms' Night Out,2014.0
Donnie Darko,2001.0
Saving Private Perez,2011.0
Character,1997.0
Spun,2002.0
Life During Wartime,2009.0
Lady Vengeance,2005.0
Mozart's Sister,2010.0
Mean Machine,2001.0
Exiled,2006.0
Blackthorn,2011.0
Lilya 4-Ever,2002.0
After.Life,2009.0
Fugly,2014.0
One Flew Over the Cuckoo's Nest,1975.0
R.L. Stine's Monsterville: The Cabinet of Souls,2015.0
Silent Movie,1976.0
Airlift,2016.0
Anne of Green Gables            ,
Falcon Rising,2014.0
The Sweeney,2012.0
Sexy Beast,2000.0
Easy Money,2010.0
Whale Rider,2002.0
Paa,2009.0
Cargo,2009.0
Pan,2015.0
High School Musical,2006.0
Animal Kingdom            ,
Love and Death on Long Island,1997.0
Night Watch,2004.0
The Crying Game,1992.0
Porky's,1981.0
Survival of the Dead,2009.0
Night of the Living Dead,1968.0
Lost in Translation,2003.0
Annie Hall,1977.0
The Greatest Show on Earth,1952.0
Exodus: Gods and Kings,2014.0
Monster's Ball,2001.0
Maggie,2015.0
Leaving Las Vegas,1995.0
Hansel & Gretel Get Baked,2013.0
The Return of the Living Dead,1985.0
The Front Page,1974.0
The Boy Next Door,2015.0
Trapeze,1956.0
Saving Grace            ,
The Kids Are All Right,2010.0
They Live,1988.0
The Great Escape,1963.0
What the #$*! Do We (K)now!?,2004.0
The Last Exorcism Part II,2013.0
Boyhood,2014.0
Scoop,2006.0
Planet of the Apes,2001.0
The Wash,2001.0
3 Strikes,2000.0
The Cooler,2003.0
The Misfits,1961.0
The Night Listener,2006.0
The Jerky Boys,1995.0
My Soul to Take,2010.0
The Orphanage,2007.0
A Haunted House 2,2014.0
The Rules of Attraction,2002.0
Topaz,1969.0
Let's Go to Prison,2006.0
Four Rooms,1995.0
Secretary,2002.0
The Real Cancun,2003.0
Talk Radio,1988.0
Waiting for Guffman,1996.0
Love Stinks,1999.0
You Kill Me,2007.0
Thumbsucker,2005.0
Red State,2011.0
Mirrormask,2005.0
Samsara,2011.0
The Barbarians,1987.0
The Art of Getting By,2011.0
Zipper,2015.0
Poolhall Junkies,2002.0
The Loss of Sexual Innocence,1999.0
Holy Motors,2012.0
Joe,2013.0
Shooting Fish,1997.0
Prison,1987.0
Psycho Beach Party,2000.0
The Big Tease,1999.0
"Buen Día, Ramón",2013.0
Trust,2010.0
An Everlasting Piece,2000.0
Among Giants,1998.0
Adore,2013.0
The Velocity of Gary,1998.0
Mondays in the Sun,2002.0
Stake Land,2010.0
Sonny with a Chance            ,
The Last Time I Committed Suicide,1997.0
Futuro Beach,2014.0
Another Happy Day,2011.0
A Lonely Place to Die,2011.0
Nothing,2003.0
The Geographer Drank His Globe Away,2013.0
1776,1972.0
Inescapable,2012.0
Hell's Angels,1930.0
Purple Violets,2007.0
The Veil,2016.0
The Loved Ones,2009.0
No Vacancy,2012.0
How to Fall in Love,2012.0
The Perfect Wave,2014.0
Ben-Hur,2016.0
A Man for All Seasons,1966.0
Network,1976.0
Gone with the Wind,1939.0
Desert Dancer,2014.0
Major Dundee,1965.0
Down for Life,2009.0
Annie Get Your Gun,1950.0
Four Lions,2010.0
House of Sand,2005.0
Defendor,2009.0
The Pirate,1948.0
The Good Heart,2009.0
The History Boys,2006.0
Unknown,2011.0
M*A*S*H            ,
Midnight Cowboy,1969.0
The Full Monty,1997.0
Airplane!,1980.0
Chain of Command,2015.0
Friday,1995.0
Menace II Society,1993.0
Empire            ,
Creepshow 2,1987.0
The Ballad of Cable Hogue,1970.0
In Cold Blood,1967.0
The Nun's Story,1959.0
Harper,1966.0
Frenzy,1972.0
The Witch,2015.0
I Got the Hook Up,1998.0
She's the One,1996.0
Gods and Monsters,1998.0
The Secret in Their Eyes,2009.0
Day of the Dead,1985.0
Train,2008.0
Evil Dead II,1987.0
Pootie Tang,2001.0
Sharknado,2013.0
La otra conquista,1998.0
Trollhunter,2010.0
Ira & Abby,2006.0
The Watch,2012.0
Winter Passing,2005.0
D.E.B.S.,2004.0
The Masked Saint,2016.0
The Betrayed,2008.0
Taxman,1998.0
The Secret            ,
2:13,2009.0
"Batman: The Dark Knight Returns, Part 2",2013.0
Time to Choose,2015.0
In the Name of the King: The Last Job,2014.0
Wicked Blood,2014.0
Dawn Patrol,2014.0
Lords of London,2014.0
High Anxiety,1977.0
March of the Penguins,2005.0
Margin Call,2011.0
August,2011.0
Choke,2008.0
Whiplash,2014.0
City of God,2002.0
Human Traffic,1999.0
Day One,2012.0
The Dead Girl,2006.0
The Hunt,2012.0
A Christmas Story,1983.0
Bella,2006.0
Class of 1984,1982.0
The Opposite Sex,2014.0
Dreaming of Joseph Lees,1999.0
The Class,2008.0
Rosemary's Baby,1968.0
The Man Who Shot Liberty Valance,1962.0
Adam,2009.0
Maria Full of Grace,2004.0
Beginners,2010.0
Feast,2005.0
Animal House,1978.0
Goldfinger,1964.0
Antiviral,2012.0
It's a Wonderful Life,1946.0
Trainspotting,1996.0
The Original Kings of Comedy,2000.0
Paranormal Activity 2,2010.0
Waking Ned Devine,1998.0
Bowling for Columbine,2002.0
Coming Home,2014.0
A Nightmare on Elm Street 2: Freddy's Revenge,1985.0
A Room with a View,1985.0
The Purge,2013.0
Sinister,2012.0
Martin Lawrence Live: Runteldat,2002.0
Cat on a Hot Tin Roof,1958.0
Beneath the Planet of the Apes,1970.0
Air Bud,1997.0
Pokémon 3: The Movie,2000.0
Jason Lives: Friday the 13th Part VI,1986.0
The Bridge on the River Kwai,1957.0
Spaced Invaders,1990.0
Family Plot,1976.0
The Apartment,1960.0
Jason Goes to Hell: The Final Friday,1993.0
Torn Curtain,1966.0
Dave Chappelle's Block Party,2005.0
Slow West,2015.0
Krush Groove,1985.0
Next Day Air,2009.0
Elmer Gantry,1960.0
Judgment at Nuremberg,1961.0
Trippin',1999.0
Robot Chicken            ,
Red River,1948.0
Phat Girlz,2006.0
Before Midnight,2013.0
Teen Wolf Too,1987.0
Phantasm II,1988.0
Woman Thou Art Loosed,2004.0
Real Women Have Curves,2002.0
Deadline Gallipoli            ,
Water,2005.0
East Is East,1999.0
Whipped,2000.0
Kama Sutra: A Tale of Love,1996.0
Please Give,2010.0
Willy Wonka & the Chocolate Factory,1971.0
Warlock: The Armageddon,1993.0
8 Heads in a Duffel Bag,1997.0
Days of Heaven,1978.0
Thirteen Conversations About One Thing,2001.0
Jawbreaker,1999.0
Basquiat,1996.0
Frances Ha,2012.0
Tsotsi,2005.0
Happiness,1998.0
DysFunktional Family,2003.0
Tusk,2014.0
Oldboy,2003.0
Letters to God,2010.0
Hobo with a Shotgun,2011.0
Compadres,2016.0
Freeway,1996.0
Love's Abiding Joy,2006.0
Fish Tank,2009.0
Damsels in Distress,2011.0
Creature            ,
Bachelorette,2012.0
BrainDead            ,
Brave New Girl,2004.0
Tim and Eric's Billion Dollar Movie,2012.0
The Gambler,2014.0
The Grand            ,
Summer Storm,2004.0
Fort McCoy,2011.0
Chain Letter,2009.0
Just Looking,1999.0
The Divide,2011.0
The Eclipse,2009.0
Demonic,2015.0
My Big Fat Independent Movie,2005.0
Alice in Wonderland,2010.0
The Deported,2009.0
Tanner Hall,2009.0
Open Road,2013.0
They Came Together,2014.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013.0
Never Back Down 2: The Beatdown,2011.0
Point Blank,1967.0
Four Single Fathers,2009.0
Enter the Dangerous Mind,2013.0
Something Wicked,2014.0
AWOL-72,2015.0
Iguana,1988.0
Cinderella,2015.0
Chicago Overcoat,2009.0
Barry Munday,2010.0
Central Station,1998.0
Pocketful of Miracles,1961.0
Close Range,2015.0
Boynton Beach Club,2005.0
Amnesiac,2014.0
Freakonomics,2010.0
The Omen,1976.0
High Tension,2003.0
Griff the Invisible,2010.0
Unnatural,2015.0
Hustle & Flow,2005.0
Some Like It Hot,1959.0
Friday the 13th Part VII: The New Blood,1988.0
The Wizard of Oz,1939.0
Young Frankenstein,1974.0
Diary of the Dead,2007.0
Lage Raho Munna Bhai,2006.0
Ulee's Gold,1997.0
The Black Stallion,1979.0
Sardaar Ji,2015.0
Journey to Saturn,2008.0
